Standard-based Integration of Heterogeneous Large-scale DNA Microarray Data for Improving Reusability.
('Standard-based', 'Standard-based', 'JJ', 'B-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('distribution', 'distribution', 'NN', 'I-NP', 'O')
('means', 'mean', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('stored', 'store', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('mainly', 'mainly', 'RB', 'B-ADVP', 'O')
('result', 'result', 'VBP', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('arraybased', 'arraybased', 'JJ', 'B-NP', 'O')
('experiments', 'experiment', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('researches', 'research', 'NNS', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('transcriptional', 'transcriptional', 'JJ', 'B-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('accomplished.', 'accomplished.', 'RB', 'B-ADVP', 'O')
Classification using Logistic Regression modelThe initial classification is done by logistic regression, which is used when users have a binary dependent variable.
('Classification', 'Classification', 'NN', 'B-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('Logistic', 'Logistic', 'JJ', 'B-NP', 'O')
('Regression', 'Regression', 'NN', 'I-NP', 'O')
('modelThe', 'modelThe', 'NN', 'I-NP', 'O')
('initial', 'initial', 'JJ', 'I-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('done', 'do', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('logistic', 'logistic', 'JJ', 'B-NP', 'O')
('regression,', 'regression,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('users', 'user', 'NNS', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('binary', 'binary', 'JJ', 'I-NP', 'O')
('dependent', 'dependent', 'JJ', 'I-NP', 'O')
('variable.', 'variable.', 'NN', 'I-NP', 'O')
The training data set currently consists of 190   examples.
('The', 'The', 'DT', 'B-NP', 'O')
('training', 'training', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('currently', 'currently', 'RB', 'B-ADVP', 'O')
('consists', 'consist', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('190', '190', 'CD', 'B-NP', 'O')
('examples.', 'examples.', 'NNS', 'I-NP', 'O')
After learning process, we can obtain the classification model and the contingency table as a learning result (Table 7).
('After', 'After', 'IN', 'B-PP', 'O')
('learning', 'learn', 'VBG', 'B-VP', 'O')
('process,', 'process,', 'NN', 'B-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('obtain', 'obtain', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('contingency', 'contingency', 'NN', 'I-NP', 'O')
('table', 'table', 'NN', 'I-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('learning', 'learning', 'NN', 'I-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'NNP', 'B-NP', 'O')
('7).', '7).', 'CD', 'I-NP', 'O')
As we can see the result, we obtained a sensitivity of 1.0 (96/96) and a specificity of 1.0 (94/94).
('As', 'As', 'IN', 'B-SBAR', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('see', 'see', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('result,', 'result,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('obtained', 'obtain', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('sensitivity', 'sensitivity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('1.0', '1.0', 'CD', 'B-NP', 'O')
('(96/96)', '(96/96)', 'LS', 'B-LST', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('specificity', 'specificity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('1.0', '1.0', 'CD', 'B-NP', 'O')
('(94/94).', '(94/94).', 'LS', 'O', 'O')
Set-wise validationTo test the classification model, we performed classification for the 10 Sample data excluded from 200 Sample data which were sampled randomly to make training data set.
('Set-wise', 'Set-wise', 'JJ', 'B-NP', 'O')
('validationTo', 'validationTo', 'NN', 'I-NP', 'O')
('test', 'test', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model,', 'model,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('performed', 'perform', 'VBD', 'B-VP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('10', '10', 'CD', 'I-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('excluded', 'exclude', 'VBD', 'B-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('200', '200', 'CD', 'B-NP', 'O')
('Sample', 'Sample', 'NNP', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('sampled', 'sample', 'VBN', 'I-VP', 'O')
('randomly', 'randomly', 'RB', 'B-ADVP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('make', 'make', 'VB', 'I-VP', 'O')
('training', 'training', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set.', 'set.', 'NN', 'B-NP', 'O')
We assumed that basically, Samples in a Series have same classification results.
('We', 'We', 'PRP', 'B-NP', 'O')
('assumed', 'assume', 'VBD', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('basically,', 'basically,', 'NN', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('same', 'same', 'JJ', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('results.', 'results.', 'NNS', 'I-NP', 'O')
Among the 10 classification results, however, we found a questionable result.
('Among', 'Among', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('10', '10', 'CD', 'I-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('results,', 'results,', 'NN', 'I-NP', 'O')
('however,', 'however,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('found', 'find', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('questionable', 'questionable', 'JJ', 'I-NP', 'O')
('result.', 'result.', 'NN', 'I-NP', 'O')
Though two Samples are included in same Series, one was classified as Log-transformed data and the other was not.
('Though', 'Though', 'IN', 'B-SBAR', 'O')
('two', 'two', 'CD', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('included', 'include', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('same', 'same', 'JJ', 'B-NP', 'O')
('Series,', 'Series,', 'NNP', 'I-NP', 'O')
('one', 'one', 'CD', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('Log-transformed', 'Log-transformed', 'JJ', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('not.', 'not.', 'RB', 'B-ADVP', 'O')
For the reason, we considered Series as a set and attempted the setwise validation.
('For', 'For', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reason,', 'reason,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('considered', 'consider', 'VBD', 'B-VP', 'O')
('Series', 'Series', 'NNP', 'B-NP', 'O')
('as', 'as', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('set', 'set', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('attempted', 'attempt', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('setwise', 'setwise', 'NN', 'I-NP', 'O')
('validation.', 'validation.', 'NN', 'I-NP', 'O')
We applied our classification model to entire data set and extracted the data which correspond to questionable case.
('We', 'We', 'PRP', 'B-NP', 'O')
('applied', 'apply', 'VBD', 'B-VP', 'O')
('our', 'our', 'PRP$', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('entire', 'entire', 'VB', 'I-VP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('set', 'set', 'VBD', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('extracted', 'extract', 'VBD', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('correspond', 'correspond', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('questionable', 'questionable', 'JJ', 'B-NP', 'O')
('case.', 'case.', 'NN', 'I-NP', 'O')
Entire data consist of 3,911 Series which include 97,026 Samples.
('Entire', 'Entire', 'NN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('consist', 'consist', 'VBP', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('3,911', '3,911', 'CD', 'B-NP', 'O')
('Series', 'Sery', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('97,026', '97,026', 'CD', 'B-NP', 'O')
('Samples.', 'Samples.', 'NNS', 'I-NP', 'O')
The reason why the number of entire Samples is not 103.590 is that GEO Values of 6,564 Samples have only ‘null’ string or zero value.
('The', 'The', 'DT', 'B-NP', 'O')
('reason', 'reason', 'NN', 'I-NP', 'O')
('why', 'why', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('entire', 'entire', 'JJ', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'O', 'O')
('103.590', '103.590', 'CD', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('Values', 'Value', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('6,564', '6,564', 'CD', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('only', 'only', 'RB', 'B-NP', 'O')
('‘null’', '‘null’', 'JJ', 'I-NP', 'O')
('string', 'string', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('zero', 'zero', 'CD', 'B-NP', 'O')
('value.', 'value.', 'NN', 'I-NP', 'O')
As a result, we found 103 Series which include 4,876 Samples.
('As', 'As', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('result,', 'result,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('found', 'find', 'VBD', 'B-VP', 'O')
('103', '103', 'CD', 'B-NP', 'O')
('Series', 'Sery', 'NNS', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('include', 'include', 'VBP', 'B-VP', 'O')
('4,876', '4,876', 'CD', 'B-NP', 'O')
('Samples.', 'Samples.', 'NNS', 'I-NP', 'O')
These data were classified by humans to validate the classification model (Table 8).
('These', 'These', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('humans', 'human', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('validate', 'validate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('(Table', '(Table', 'JJ', 'I-NP', 'O')
('8).', '8).', 'CD', 'I-NP', 'O')
To solve this problem, we applied a simple voting method.
('To', 'To', 'TO', 'B-VP', 'O')
('solve', 'solve', 'VB', 'I-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('problem,', 'problem,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('applied', 'apply', 'VBD', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('simple', 'simple', 'JJ', 'I-NP', 'O')
('voting', 'voting', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
For example, if the number of loglike transformed class is more than that of notlog transformed one in a Series, all Samples in the Series are assigned to the loglike transformed class.
('For', 'For', 'IN', 'B-PP', 'O')
('example,', 'example,', 'NN', 'B-NP', 'O')
('if', 'if', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('loglike', 'loglike', 'JJ', 'B-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('more', 'more', 'JJR', 'B-ADJP', 'O')
('than', 'than', 'IN', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('notlog', 'notlog', 'NN', 'B-NP', 'O')
('transformed', 'transform', 'VBD', 'B-VP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series,', 'Series,', 'NN', 'I-NP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('assigned', 'assign', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('loglike', 'loglike', 'JJ', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('class.', 'class.', 'NNS', 'I-NP', 'O')
If the number of loglike transformed class is equal to that of the notlog transformed one, all Samples are assigned to what they are classified as.
('If', 'If', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('number', 'number', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('loglike', 'loglike', 'JJ', 'B-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('class', 'class', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('equal', 'equal', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('notlog', 'notlog', 'NN', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'B-VP', 'O')
('one,', 'one,', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('Samples', 'Sample', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('assigned', 'assign', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('what', 'what', 'WP', 'B-NP', 'O')
('they', 'they', 'PRP', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('as.', 'as.', 'RB', 'B-ADVP', 'O')
We tested both the original classification model and a combination of the model and voting method on data sets differently classified in a Series (DCS) and entire data set, respectively.
('We', 'We', 'PRP', 'B-NP', 'O')
('tested', 'test', 'VBD', 'B-VP', 'O')
('both', 'both', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('original', 'original', 'JJ', 'I-NP', 'O')
('classification', 'classification', 'NN', 'I-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('combination', 'combination', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('model', 'model', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('voting', 'voting', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('sets', 'set', 'NNS', 'I-NP', 'O')
('differently', 'differently', 'RB', 'B-VP', 'O')
('classified', 'classify', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('Series', 'Series', 'NNP', 'I-NP', 'O')
('(DCS)', '(DCS)', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('entire', 'entire', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('set,', 'set,', 'NN', 'I-NP', 'O')
('respectively.', 'respectively.', 'NN', 'I-NP', 'O')
The results are presented in Table 9 with various evaluation measurements.
('The', 'The', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('presented', 'present', 'VBN', 'I-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Table', 'Table', 'JJ', 'B-NP', 'O')
('9', '9', 'CD', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('various', 'various', 'JJ', 'B-NP', 'O')
('evaluation', 'evaluation', 'NN', 'I-NP', 'O')
('measurements.', 'measurements.', 'NN', 'I-NP', 'O')
As a result of classification for all GEO data, 56,012 loglike transformed data and 41,014 notlog transformed data are stored into separated database tables.
('As', 'As', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('result', 'result', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('classification', 'classification', 'NN', 'B-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('all', 'all', 'DT', 'B-NP', 'O')
('GEO', 'GEO', 'NN', 'I-NP', 'O')
('data,', 'data,', 'NN', 'I-NP', 'O')
('56,012', '56,012', 'CD', 'I-NP', 'O')
('loglike', 'loglike', 'JJ', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('41,014', '41,014', 'CD', 'B-NP', 'O')
('notlog', 'notlog', 'NN', 'I-NP', 'O')
('transformed', 'transform', 'VBN', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('stored', 'store', 'VBN', 'I-VP', 'O')
('into', 'into', 'IN', 'B-PP', 'O')
('separated', 'separated', 'JJ', 'B-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('tables.', 'tables.', 'NN', 'I-NP', 'O')
The integrated database can be queried on the World Wide Web at http://geo.
('The', 'The', 'DT', 'B-NP', 'O')
('integrated', 'integrate', 'VBN', 'I-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('queried', 'query', 'VBN', 'I-VP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('World', 'World', 'NNP', 'I-NP', 'O')
('Wide', 'Wide', 'NNP', 'I-NP', 'O')
('Web', 'Web', 'NNP', 'I-NP', 'O')
('at', 'at', 'IN', 'B-PP', 'O')
('http://geo.', 'http://geo.', 'NN', 'B-NP', 'O')
snubi.
('snubi.', 'snubi.', 'LS', 'B-LST', 'O')
org/~geoxperanto/html/   GEORetrieval/GEORet_Inter.
('org/~geoxperanto/html/', 'org/~geoxperanto/html/', 'IN', 'B-PP', 'O')
('GEORetrieval/GEORet_Inter.', 'GEORetrieval/GEORet_Inter.', 'NNP', 'B-NP', 'O')
html (Fig.
('html', 'html', 'NN', 'B-NP', 'O')
('(Fig.', '(Fig.', 'NNP', 'I-NP', 'O')
4) This interface enables users to search hybridization-centered data.
('4)', '4)', 'LS', 'B-LST', 'O')
('This', 'This', 'DT', 'B-NP', 'O')
('interface', 'interface', 'NN', 'I-NP', 'O')
('enables', 'enable', 'VBZ', 'B-VP', 'O')
('users', 'user', 'NNS', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('search', 'search', 'VB', 'I-VP', 'O')
('hybridization-centered', 'hybridization-centered', 'JJ', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
In comparison with free text search of GEO Entrez Search System, users can search the database efficiently due to partially itemized GEO terms.
('In', 'In', 'IN', 'B-PP', 'O')
('comparison', 'comparison', 'NN', 'B-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('free', 'free', 'JJ', 'B-NP', 'O')
('text', 'text', 'NN', 'I-NP', 'O')
('search', 'search', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('GEO', 'GEO', 'NNP', 'B-NP', 'O')
('Entrez', 'Entrez', 'NNP', 'I-NP', 'O')
('Search', 'Search', 'NNP', 'I-NP', 'O')
('System,', 'System,', 'NNP', 'I-NP', 'O')
('users', 'user', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('search', 'search', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('database', 'database', 'NN', 'I-NP', 'O')
('efficiently', 'efficiently', 'RB', 'B-ADJP', 'O')
('due', 'due', 'JJ', 'I-ADJP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('partially', 'partially', 'RB', 'B-NP', 'O')
('itemized', 'itemize', 'VBN', 'I-NP', 'O')
('GEO', 'GEO', 'NNP', 'I-NP', 'O')
('terms.', 'terms.', 'NN', 'I-NP', 'O')
Some main issues of management in production of microarray experiments are the large amount of information produced and their heterogeneity.
('Some', 'Some', 'DT', 'B-NP', 'O')
('main', 'main', 'JJ', 'I-NP', 'O')
('issues', 'issue', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('management', 'management', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('production', 'production', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('microarray', 'microarray', 'NN', 'B-NP', 'O')
('experiments', 'experiment', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('large', 'large', 'JJ', 'I-NP', 'O')
('amount', 'amount', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('information', 'information', 'NN', 'B-NP', 'O')
('produced', 'produce', 'VBN', 'B-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('their', 'their', 'PRP$', 'B-NP', 'O')
('heterogeneity.', 'heterogeneity.', 'NN', 'I-NP', 'O')
Therefore, it is important to make independently collected microarray data conform to standard for sharing of data efficiently and be comparable with each other.
('Therefore,', 'Therefore,', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('important', 'important', 'JJ', 'B-ADJP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('make', 'make', 'VB', 'I-VP', 'O')
('independently', 'independently', 'RB', 'B-NP', 'O')
('collected', 'collect', 'VBN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('conform', 'conform', 'VBP', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('standard', 'standard', 'VB', 'I-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('sharing', 'share', 'VBG', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('efficiently', 'efficiently', 'RB', 'B-ADVP', 'O')
('and', 'and', 'CC', 'O', 'O')
('be', 'be', 'VB', 'B-VP', 'O')
('comparable', 'comparable', 'JJ', 'B-ADJP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('each', 'each', 'DT', 'B-NP', 'O')
('other.', 'other.', 'NN', 'I-NP', 'O')
The MIAME standard can serve both bioinformaticians and biologists to deal with the former issue.
('The', 'The', 'DT', 'B-NP', 'O')
('MIAME', 'MIAME', 'NNP', 'I-NP', 'O')
('standard', 'standard', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('serve', 'serve', 'VB', 'I-VP', 'O')
('both', 'both', 'DT', 'B-NP', 'O')
('bioinformaticians', 'bioinformatician', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('biologists', 'biologist', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('deal', 'deal', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('former', 'former', 'JJ', 'I-NP', 'O')
('issue.', 'issue.', 'NN', 'I-NP', 'O')
To solve the latter issue, microarray data must be classified by transformation method.
('To', 'To', 'TO', 'B-VP', 'O')
('solve', 'solve', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('latter', 'latter', 'JJ', 'I-NP', 'O')
('issue,', 'issue,', 'NN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
