Estimating the Genetic Epidemiology Parameters of Selected Cancers in Korea Population - The Korean Twin Study -The Korean Twin Register (n=154,783 pairs) wasreported in 2002 as the first nationwide twin study in Korea and the largest study in Asia.
('Estimating', 'Estimate', 'VBG', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('partially', 'partially', 'RB', 'I-VP', 'O')
('explained', 'explain', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('environmental', 'environmental', 'JJ', 'I-NP', 'O')
('exposure', 'exposure', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('factors,', 'factors,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('H', 'H', 'NN', 'B-NP', 'O')
('pylori', 'pylori', 'NN', 'I-NP', 'O')
('infection,', 'infection,', 'NN', 'I-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('salt', 'salt', 'NN', 'I-NP', 'O')
('diet', 'diet', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('smoking', 'smoking', 'NN', 'I-NP', 'O')
('rate,', 'rate,', 'NN', 'I-NP', 'O')
('etc.', 'etc.', 'FW', 'I-NP', 'O')
which is more prevalent in Korea.
('which', 'which', 'WDT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('more', 'more', 'RBR', 'B-ADJP', 'O')
('prevalent', 'prevalent', 'JJ', 'I-ADJP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Korea.', 'Korea.', 'NNP', 'B-NP', 'O')
However, the relatively high prevalence of stomach cancer compared with the Western studies also could have played the role.
('However,', 'However,', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('relatively', 'relatively', 'RB', 'I-NP', 'O')
('high', 'high', 'JJ', 'I-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('compared', 'compare', 'VBN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Western', 'Western', 'JJ', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('played', 'play', 'VBN', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('role.', 'role.', 'NN', 'I-NP', 'O')
The relative difference between male and female colorectal cancers is also new.
('The', 'The', 'DT', 'B-NP', 'O')
('relative', 'relative', 'JJ', 'I-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('male', 'male', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('female', 'female', 'JJ', 'I-NP', 'O')
('colorectal', 'colorectal', 'JJ', 'I-NP', 'O')
('cancers', 'cancer', 'NNS', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('new.', 'new.', 'RB', 'B-ADVP', 'O')
The men can have more environmental risks of colorectal cancers, such as higher red meat consumption, alcohol intake, and smoking habits.
('The', 'The', 'DT', 'B-NP', 'O')
('men', 'man', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('more', 'more', 'RBR', 'B-NP', 'O')
('environmental', 'environmental', 'JJ', 'I-NP', 'O')
('risks', 'risk', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancers,', 'cancers,', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('higher', 'high', 'JJR', 'B-NP', 'O')
('red', 'red', 'JJ', 'I-NP', 'O')
('meat', 'meat', 'NN', 'I-NP', 'O')
('consumption,', 'consumption,', 'NN', 'I-NP', 'O')
('alcohol', 'alcohol', 'NN', 'I-NP', 'O')
('intake,', 'intake,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('smoking', 'smoking', 'NN', 'B-NP', 'O')
('habits.', 'habits.', 'NN', 'I-NP', 'O')
It should be the next step to examine whether the excess genetic contribution in women has something to do with hormonal milieu or sex difference in the life styles.
('It', 'It', 'PRP', 'B-NP', 'O')
('should', 'should', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('next', 'next', 'JJ', 'I-NP', 'O')
('step', 'step', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('examine', 'examine', 'VB', 'I-VP', 'O')
('whether', 'whether', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('excess', 'excess', 'JJ', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('contribution', 'contribution', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('women', 'woman', 'NNS', 'B-NP', 'O')
('has', 'have', 'VBZ', 'B-VP', 'O')
('something', 'something', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('do', 'do', 'VB', 'I-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('hormonal', 'hormonal', 'JJ', 'B-NP', 'O')
('milieu', 'milieu', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('sex', 'sex', 'NN', 'I-NP', 'O')
('difference', 'difference', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('life', 'life', 'NN', 'I-NP', 'O')
('styles.', 'styles.', 'NN', 'I-NP', 'O')
Because this study identified cancer cases through record linkage, we could not directly confirm the case except for the cancer registry cases.
('Because', 'Because', 'IN', 'B-SBAR', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('identified', 'identify', 'VBD', 'B-VP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('record', 'record', 'NN', 'B-NP', 'O')
('linkage,', 'linkage,', 'NN', 'I-NP', 'O')
('we', 'we', 'PRP', 'B-NP', 'O')
('could', 'could', 'MD', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('directly', 'directly', 'RB', 'I-VP', 'O')
('confirm', 'confirm', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('except', 'except', 'IN', 'B-PP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('registry', 'registry', 'NN', 'I-NP', 'O')
('cases.', 'cases.', 'NN', 'I-NP', 'O')
We adopted operational case definitions to increase the validity of the diagnosis.
('We', 'We', 'PRP', 'B-NP', 'O')
('adopted', 'adopt', 'VBD', 'B-VP', 'O')
('operational', 'operational', 'JJ', 'B-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('definitions', 'definition', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('increase', 'increase', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('validity', 'validity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('diagnosis.', 'diagnosis.', 'NN', 'I-NP', 'O')
By applying the operational case definition, the total cancer cases decreased to one third.
('By', 'By', 'IN', 'B-PP', 'O')
('applying', 'apply', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('operational', 'operational', 'JJ', 'I-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('definition,', 'definition,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('total', 'total', 'JJ', 'I-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('cases', 'case', 'NNS', 'I-NP', 'O')
('decreased', 'decrease', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('one', 'one', 'CD', 'B-NP', 'O')
('third.', 'third.', 'CD', 'I-NP', 'O')
While the cancer incidence is reported by the National Cancer Registry data, the prevalence of cancers is not reported.
('While', 'While', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('incidence', 'incidence', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('reported', 'report', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('National', 'National', 'NNP', 'I-NP', 'O')
('Cancer', 'Cancer', 'NNP', 'I-NP', 'O')
('Registry', 'Registry', 'NNP', 'I-NP', 'O')
('data,', 'data,', 'VBD', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('reported.', 'reported.', 'VB', 'I-VP', 'O')
The incidence of cancers estimated by the same case definition of the study show 10-28% increase comparedwith those reported by cancer registry.
('The', 'The', 'DT', 'B-NP', 'O')
('incidence', 'incidence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('estimated', 'estimate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('definition', 'definition', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('show', 'show', 'VBP', 'B-VP', 'O')
('10-28%', '10-28%', 'JJ', 'B-NP', 'O')
('increase', 'increase', 'NN', 'I-NP', 'O')
('compared', 'compare', 'VBN', 'B-PP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('those', 'those', 'DT', 'B-NP', 'O')
('reported', 'report', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('cancer', 'cancer', 'NN', 'B-NP', 'O')
('registry.', 'registry.', 'NN', 'I-NP', 'O')
Cancer registry data can be underestimated, since it mainly depends of the reports from hospitals.
('Cancer', 'Cancer', 'NN', 'B-NP', 'O')
('registry', 'registry', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('underestimated,', 'underestimated,', 'JJ', 'B-ADJP', 'O')
('since', 'since', 'IN', 'B-SBAR', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('mainly', 'mainly', 'RB', 'B-ADVP', 'O')
('depends', 'depend', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reports', 'report', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('hospitals.', 'hospitals.', 'NN', 'B-NP', 'O')
The record linkage of the study was extensive, and it is natural that the incidence of the study exceeds that of the cancer registry.
('The', 'The', 'DT', 'B-NP', 'O')
('record', 'record', 'NN', 'I-NP', 'O')
('linkage', 'linkage', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('extensive,', 'extensive,', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('natural', 'natural', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('incidence', 'incidence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('exceeds', 'exceed', 'VBZ', 'B-VP', 'O')
('that', 'that', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('registry.', 'registry.', 'NN', 'I-NP', 'O')
The prevalence of cancers in this study, estimated with the same case definition, is thought to reasonably represent the true level.
('The', 'The', 'DT', 'B-NP', 'O')
('prevalence', 'prevalence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cancers', 'cancer', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('study,', 'study,', 'NN', 'I-NP', 'O')
('estimated', 'estimate', 'VBN', 'B-VP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('case', 'case', 'NN', 'I-NP', 'O')
('definition,', 'definition,', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('thought', 'think', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('reasonably', 'reasonably', 'RB', 'I-VP', 'O')
('represent', 'represent', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('true', 'true', 'JJ', 'I-NP', 'O')
('level.', 'level.', 'NN', 'I-NP', 'O')
The study estimated familial recurrence risks of stomach, breast, and colorectal cancer based on the Korean Twin Registry and a cohort, both of which represent Korean populations.
('The', 'The', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('estimated', 'estimate', 'VBD', 'B-VP', 'O')
('familial', 'familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risks', 'risk', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('stomach,', 'stomach,', 'NN', 'B-NP', 'O')
('breast,', 'breast,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('colorectal', 'colorectal', 'JJ', 'B-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-PP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Korean', 'Korean', 'NNP', 'I-NP', 'O')
('Twin', 'Twin', 'NNP', 'I-NP', 'O')
('Registry', 'Registry', 'NNP', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('cohort,', 'cohort,', 'NN', 'I-NP', 'O')
('both', 'both', 'DT', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('represent', 'represent', 'VBP', 'B-VP', 'O')
('Korean', 'Korean', 'JJ', 'B-NP', 'O')
('populations.', 'populations.', 'NNS', 'I-NP', 'O')
Although zygosity information was limited, overall findings were largely compatible with the previous studies in Caucasian population.
('Although', 'Although', 'IN', 'B-SBAR', 'O')
('zygosity', 'zygosity', 'NN', 'B-NP', 'O')
('information', 'information', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('limited,', 'limited,', 'JJ', 'B-NP', 'O')
('overall', 'overall', 'JJ', 'I-NP', 'O')
('findings', 'finding', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('largely', 'largely', 'RB', 'B-ADJP', 'O')
('compatible', 'compatible', 'JJ', 'I-ADJP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('previous', 'previous', 'JJ', 'I-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('Caucasian', 'Caucasian', 'JJ', 'B-NP', 'O')
('population.', 'population.', 'NN', 'I-NP', 'O')
The relative genetic contribution estimated by familial recurrence risk showed increase in female colorectal cancer and decrease in stomach cancer, which needs to be further elucidated.
('The', 'The', 'DT', 'B-NP', 'O')
('relative', 'relative', 'JJ', 'I-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('contribution', 'contribution', 'NN', 'I-NP', 'O')
('estimated', 'estimate', 'VBN', 'B-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('familial', 'familial', 'JJ', 'B-NP', 'O')
('recurrence', 'recurrence', 'NN', 'I-NP', 'O')
('risk', 'risk', 'NN', 'I-NP', 'O')
('showed', 'show', 'VBD', 'B-VP', 'O')
('increase', 'increase', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('female', 'female', 'JJ', 'B-NP', 'O')
('colorectal', 'colorectal', 'JJ', 'I-NP', 'O')
('cancer', 'cancer', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('decrease', 'decrease', 'NN', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('stomach', 'stomach', 'NN', 'B-NP', 'O')
('cancer,', 'cancer,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('needs', 'need', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('further', 'further', 'RBR', 'I-VP', 'O')
('elucidated.', 'elucidated.', 'VB', 'I-VP', 'O')
The study shows the potentials of the population based data sources to be used to estimate genomic epidemiology index, which can be applied to valuable parameters in gene discovery study.
('The', 'The', 'DT', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('shows', 'show', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('potentials', 'potential', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('based', 'base', 'VBN', 'B-VP', 'O')
('data', 'datum', 'NNS', 'B-NP', 'O')
('sources', 'source', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('used', 'use', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('estimate', 'estimate', 'VB', 'I-VP', 'O')
('genomic', 'genomic', 'JJ', 'B-NP', 'O')
('epidemiology', 'epidemiology', 'NN', 'I-NP', 'O')
('index,', 'index,', 'NN', 'I-NP', 'O')
('which', 'which', 'WDT', 'B-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('applied', 'apply', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('valuable', 'valuable', 'JJ', 'B-NP', 'O')
('parameters', 'parameter', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('gene', 'gene', 'NN', 'B-NP', 'O')
('discovery', 'discovery', 'NN', 'I-NP', 'O')
('study.', 'study.', 'NN', 'I-NP', 'O')
