An Iterative Normalization Algorithm for cDNA Microarray Medical Data AnalysissA cDNA microarray experiment is one of the most usefulhigh-throughput experiments in medical informatics for monitoring gene expression levels.
('An', 'An', 'DT', 'B-NP', 'O')
('times,', 'times,', 'NN', 'I-NP', 'I-DNA')
('36', '36', 'CD', 'B-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('were', 'be', 'VBD', 'B-VP', 'O')
('omitted', 'omit', 'VBN', 'I-VP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('first', 'first', 'JJ', 'I-NP', 'B-DNA')
('control', 'control', 'NN', 'I-NP', 'I-DNA')
('gene', 'gene', 'NN', 'I-NP', 'I-DNA')
('set', 'set', 'VBN', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('added', 'add', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('other', 'other', 'JJ', 'I-NP', 'O')
('28', '28', 'CD', 'I-NP', 'O')
('genes.', 'genes.', 'NNS', 'I-NP', 'O')
The results in this paper demonstrate that the iterative normalization method is suitable for normalizing and adjusting the raw data with systematic errors.
('The', 'The', 'DT', 'B-NP', 'O')
('results', 'result', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('paper', 'paper', 'NN', 'I-NP', 'O')
('demonstrate', 'demonstrate', 'VBP', 'B-VP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('suitable', 'suitable', 'JJ', 'B-ADJP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('normalizing', 'normalize', 'VBG', 'B-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('adjusting', 'adjust', 'VBG', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('with', 'with', 'IN', 'B-PP', 'O')
('systematic', 'systematic', 'JJ', 'B-NP', 'O')
('errors.', 'errors.', 'NNS', 'I-NP', 'O')
The systematic errors were reduced and the normalization of the raw data can be accomplished through the iterative steps.
('The', 'The', 'DT', 'B-NP', 'O')
('systematic', 'systematic', 'JJ', 'I-NP', 'O')
('errors', 'error', 'NNS', 'I-NP', 'O')
('were', 'be', 'VBD', 'B-VP', 'O')
('reduced', 'reduce', 'VBN', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('accomplished', 'accomplish', 'VBN', 'I-VP', 'O')
('through', 'through', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('steps.', 'steps.', 'NN', 'I-NP', 'O')
The Iterative Normalization Method uses both the homogeneous control genes as well as the housekeeping genes to normalize and not damage the whole pattern of raw data.
('The', 'The', 'DT', 'B-NP', 'O')
('Iterative', 'Iterative', 'JJ', 'I-NP', 'O')
('Normalization', 'Normalization', 'NN', 'I-NP', 'O')
('Method', 'Method', 'NN', 'I-NP', 'O')
('uses', 'use', 'VBZ', 'B-VP', 'O')
('both', 'both', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('homogeneous', 'homogeneous', 'JJ', 'I-NP', 'B-DNA')
('control', 'control', 'NN', 'I-NP', 'I-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('to', 'to', 'TO', 'B-VP', 'O')
('normalize', 'normalize', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'O', 'O')
('not', 'not', 'RB', 'B-VP', 'O')
('damage', 'damage', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('whole', 'whole', 'JJ', 'I-NP', 'O')
('pattern', 'pattern', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('raw', 'raw', 'JJ', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
To be sure that this method is suitable, more applications to other cDNA microarray data from other laboratories are recommended.
('To', 'To', 'TO', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('sure', 'sure', 'JJ', 'B-ADJP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('method', 'method', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('suitable,', 'suitable,', 'JJ', 'B-ADJP', 'O')
('more', 'more', 'JJR', 'B-NP', 'O')
('applications', 'application', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('cDNA', 'cDNA', 'NN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('other', 'other', 'JJ', 'B-NP', 'O')
('laboratories', 'laboratory', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('recommended.', 'recommended.', 'VBN', 'I-VP', 'O')
Despite the same basis of the Microarray experimental protocol, there would be slight differences according to the particular laboratory such as arrayers.
('Despite', 'Despite', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('basis', 'basis', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Microarray', 'Microarray', 'NNP', 'I-NP', 'O')
('experimental', 'experimental', 'JJ', 'I-NP', 'O')
('protocol,', 'protocol,', 'NN', 'I-NP', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('would', 'would', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('slight', 'slight', 'JJ', 'B-NP', 'O')
('differences', 'difference', 'NNS', 'I-NP', 'O')
('according', 'accord', 'VBG', 'B-PP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('particular', 'particular', 'JJ', 'I-NP', 'O')
('laboratory', 'laboratory', 'NN', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('arrayers.', 'arrayers.', 'NN', 'B-NP', 'O')
Nowadays, there are many web sites of groups involved in the DNA microarray experiments on the Internet that share data.
('Nowadays,', 'Nowadays,', 'IN', 'B-SBAR', 'O')
('there', 'there', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('web', 'web', 'NN', 'I-NP', 'O')
('sites', 'site', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('groups', 'group', 'NNS', 'B-NP', 'O')
('involved', 'involve', 'VBN', 'B-VP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('DNA', 'DNA', 'NN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('experiments', 'experiment', 'NNS', 'I-NP', 'O')
('on', 'on', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('Internet', 'Internet', 'NNP', 'I-NP', 'O')
('that', 'that', 'IN', 'B-SBAR', 'O')
('share', 'share', 'NN', 'B-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
Therefore, more applications using the data from these laboratories will be a good exercise to validate and evaluate the new normalization method.
('Therefore,', 'Therefore,', 'RB', 'B-NP', 'O')
('more', 'more', 'JJR', 'I-NP', 'O')
('applications', 'application', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('from', 'from', 'IN', 'B-PP', 'O')
('these', 'these', 'DT', 'B-NP', 'O')
('laboratories', 'laboratory', 'NNS', 'I-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('good', 'good', 'JJ', 'I-NP', 'O')
('exercise', 'exercise', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('validate', 'validate', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('evaluate', 'evaluate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('new', 'new', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
The use of different arrayers and different housekeeping genes is a cautious part to apply this method.
('The', 'The', 'DT', 'B-NP', 'O')
('use', 'use', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('arrayers', 'arrayer', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('housekeeping', 'housekeeping', 'NN', 'I-NP', 'B-DNA')
('genes', 'gene', 'NNS', 'I-NP', 'I-DNA')
('is', 'be', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('cautious', 'cautious', 'JJ', 'I-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('apply', 'apply', 'VB', 'I-VP', 'O')
('this', 'this', 'DT', 'B-NP', 'O')
('method.', 'method.', 'NN', 'I-NP', 'O')
Originally, the purpose of the cDNA microarray experiment was to identify the most significant genes of the target samples compared to the reference samples.
('Originally,', 'Originally,', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('purpose', 'purpose', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cDNA', 'cDNA', 'NN', 'I-NP', 'O')
('microarray', 'microarray', 'NN', 'I-NP', 'O')
('experiment', 'experiment', 'NN', 'I-NP', 'O')
('was', 'be', 'VBD', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('identify', 'identify', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('most', 'most', 'RBS', 'I-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('target', 'target', 'NN', 'I-NP', 'O')
('samples', 'sample', 'NNS', 'I-NP', 'O')
('compared', 'compare', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('reference', 'reference', 'NN', 'I-NP', 'O')
('samples.', 'samples.', 'NN', 'I-NP', 'O')
Once the raw data is manipulated by normalization, reliable conclusions can be drawn to predict the significant genes that have a distinctive gene expression level by following the analysis e.g.
('Once', 'Once', 'RB', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data', 'data', 'NN', 'I-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('manipulated', 'manipulate', 'VBN', 'I-VP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('normalization,', 'normalization,', 'NN', 'B-NP', 'O')
('reliable', 'reliable', 'JJ', 'I-NP', 'O')
('conclusions', 'conclusion', 'NNS', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('drawn', 'draw', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('predict', 'predict', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('significant', 'significant', 'JJ', 'I-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('that', 'that', 'WDT', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('distinctive', 'distinctive', 'JJ', 'I-NP', 'O')
('gene', 'gene', 'NN', 'I-NP', 'O')
('expression', 'expression', 'NN', 'I-NP', 'O')
('level', 'level', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('following', 'follow', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('e.g.', 'e.g.', 'FW', 'B-NP', 'O')
SOM or clustering.
('SOM', 'SOM', 'NN', 'B-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('clustering.', 'clustering.', 'NN', 'I-NP', 'O')
Besides, if the cDNA microarray experiment has many samples, the normalization procedure will for the essential part for comparing the precision and validity of the samples.
('Besides,', 'Besides,', 'IN', 'B-SBAR', 'O')
('if', 'if', 'IN', 'I-SBAR', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('cDNA', 'cDNA', 'NN', 'I-NP', 'B-DNA')
('microarray', 'microarray', 'NN', 'I-NP', 'I-DNA')
('experiment', 'experiment', 'NN', 'I-NP', 'I-DNA')
('has', 'have', 'VBZ', 'B-VP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('samples,', 'samples,', 'NN', 'I-NP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('procedure', 'procedure', 'NN', 'I-NP', 'O')
('will', 'will', 'MD', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('essential', 'essential', 'JJ', 'I-NP', 'O')
('part', 'part', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('comparing', 'compare', 'VBG', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('precision', 'precision', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('validity', 'validity', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('samples.', 'samples.', 'NN', 'I-NP', 'O')
That is the absolute reason why its analysis requires a normalization of the raw data.
('That', 'That', 'DT', 'B-NP', 'O')
('is', 'be', 'VBZ', 'B-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('absolute', 'absolute', 'JJ', 'I-NP', 'O')
('reason', 'reason', 'NN', 'I-NP', 'O')
('why', 'why', 'WRB', 'B-ADVP', 'O')
('its', 'its', 'PRP$', 'B-NP', 'O')
('analysis', 'analysis', 'NN', 'I-NP', 'O')
('requires', 'require', 'VBZ', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('raw', 'raw', 'JJ', 'I-NP', 'O')
('data.', 'data.', 'NN', 'I-NP', 'O')
There are some limitations in the iterative normalization method; it needs to iterate the loop in easy way and to find optimal conditions to stop iterations in programming.
('There', 'There', 'EX', 'B-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('some', 'some', 'DT', 'B-NP', 'O')
('limitations', 'limitation', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('iterative', 'iterative', 'JJ', 'I-NP', 'O')
('normalization', 'normalization', 'NN', 'I-NP', 'O')
('method;', 'method;', 'NN', 'I-NP', 'O')
('it', 'it', 'PRP', 'B-NP', 'O')
('needs', 'need', 'VBZ', 'B-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('iterate', 'iterate', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('loop', 'loop', 'NN', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('easy', 'easy', 'JJ', 'B-NP', 'O')
('way', 'way', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('find', 'find', 'VB', 'I-VP', 'O')
('optimal', 'optimal', 'JJ', 'B-NP', 'O')
('conditions', 'condition', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('stop', 'stop', 'VB', 'I-VP', 'O')
('iterations', 'iteration', 'NNS', 'B-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('programming.', 'programming.', 'NN', 'B-NP', 'O')
