Sample Size and Power Estimation in Case-Control Genetic Association StudiesIn planning a genetic association study, it is necessary to determine the number of samples to be collected for the study in order to achieve sufficient power to detect the hypothesized effect.
('Sample', 'Sample', 'NNP', 'B-NP', 'O')
('consequence', 'consequence', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('interactions', 'interaction', 'NNS', 'B-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('many', 'many', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('environmental', 'environmental', 'JJ', 'I-NP', 'O')
('factors.', 'factors.', 'NNS', 'I-NP', 'O')
In general, the genes contributing to risk of hypertension do not have the same effects in different environments, or in different genetic backgrounds.
('In', 'In', 'IN', 'B-PP', 'O')
('general,', 'general,', 'PDT', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('genes', 'gene', 'NNS', 'I-NP', 'O')
('contributing', 'contribute', 'VBG', 'B-VP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('risk', 'risk', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('hypertension', 'hypertension', 'NN', 'B-NP', 'O')
('do', 'do', 'VBP', 'B-VP', 'O')
('not', 'not', 'RB', 'I-VP', 'O')
('have', 'have', 'VB', 'I-VP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('same', 'same', 'JJ', 'I-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('environments,', 'environments,', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'B-PP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('different', 'different', 'JJ', 'B-NP', 'O')
('genetic', 'genetic', 'JJ', 'I-NP', 'O')
('backgrounds.', 'backgrounds.', 'NNS', 'I-NP', 'O')
Genetic effects may involve gene-gene interactions as     well as gene-environment interactions.
('Genetic', 'Genetic', 'JJ', 'B-NP', 'O')
('effects', 'effect', 'NNS', 'I-NP', 'O')
('may', 'may', 'MD', 'B-VP', 'O')
('involve', 'involve', 'VB', 'I-VP', 'O')
('gene-gene', 'gene-gene', 'JJ', 'B-NP', 'O')
('interactions', 'interaction', 'NNS', 'I-NP', 'O')
('as', 'as', 'RB', 'B-CONJP', 'O')
('well', 'well', 'RB', 'I-CONJP', 'O')
('as', 'as', 'IN', 'I-CONJP', 'O')
('gene-environment', 'gene-environment', 'NN', 'B-NP', 'O')
('interactions.', 'interactions.', 'NN', 'I-NP', 'O')
The software     Quanto ( http://hydra.usc.edu/ gxe/) computes sample size or power    for association studies of genes, gene-environment     interaction, or gene-gene interaction for a variety of study designs such as matched case-control, case-sibling, case-parent, and case-only designs.
('The', 'The', 'DT', 'B-NP', 'O')
('software', 'software', 'NN', 'I-NP', 'O')
('Quanto', 'Quanto', 'NN', 'I-NP', 'O')
('(', '(', '(', 'O', 'O')
('http://hydra.usc.edu/', 'http://hydra.usc.edu/', 'NN', 'B-NP', 'O')
('gxe/)', 'gxe/)', 'NN', 'I-NP', 'O')
('computes', 'compute', 'VBZ', 'B-VP', 'O')
('sample', 'sample', 'NN', 'B-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'I-NP', 'O')
('power', 'power', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('association', 'association', 'NN', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('genes,', 'genes,', 'NN', 'B-NP', 'O')
('gene-environment', 'gene-environment', 'NN', 'I-NP', 'O')
('interaction,', 'interaction,', 'NN', 'I-NP', 'O')
('or', 'or', 'CC', 'O', 'O')
('gene-gene', 'gene-gene', 'JJ', 'B-NP', 'O')
('interaction', 'interaction', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('variety', 'variety', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('study', 'study', 'NN', 'B-NP', 'O')
('designs', 'design', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('matched', 'matched', 'JJ', 'B-NP', 'O')
('case-control,', 'case-control,', 'JJ', 'I-NP', 'O')
('case-sibling,', 'case-sibling,', 'JJ', 'I-NP', 'O')
('case-parent,', 'case-parent,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('case-only', 'case-only', 'JJ', 'B-NP', 'O')
('designs.', 'designs.', 'NN', 'I-NP', 'O')
In addition to     case-control     association     designs, cohort designs are also commonly used to test genetic association between a disease phenotype and a marker locus when the sample unit consists of unrelated individuals.
('In', 'In', 'IN', 'B-PP', 'O')
('addition', 'addition', 'NN', 'B-NP', 'O')
('to', 'to', 'TO', 'B-PP', 'O')
('case-control', 'case-control', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('designs,', 'designs,', 'NN', 'I-NP', 'O')
('cohort', 'cohort', 'JJ', 'I-NP', 'O')
('designs', 'design', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('also', 'also', 'RB', 'B-ADVP', 'O')
('commonly', 'commonly', 'RB', 'B-ADVP', 'O')
('used', 'use', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('test', 'test', 'VB', 'I-VP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('disease', 'disease', 'NN', 'I-NP', 'O')
('phenotype', 'phenotype', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('marker', 'marker', 'NN', 'I-NP', 'O')
('locus', 'locus', 'NN', 'I-NP', 'O')
('when', 'when', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('unit', 'unit', 'NN', 'I-NP', 'O')
('consists', 'consist', 'VBZ', 'B-VP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('unrelated', 'unrelated', 'JJ', 'B-NP', 'O')
('individuals.', 'individuals.', 'NNS', 'I-NP', 'O')
Some     studies     such     as     LUMINA     study (Reveille et al., 1988) and GENISOS study (Reveille et al., 2001) have begun to employ cohort designs to study genetic associations using unrelated individuals.
('Some', 'Some', 'DT', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('such', 'such', 'JJ', 'B-PP', 'O')
('as', 'as', 'IN', 'I-PP', 'O')
('LUMINA', 'LUMINA', 'NN', 'B-NP', 'B-DNA')
('study', 'study', 'NN', 'I-NP', 'I-DNA')
('(Reveille', '(Reveille', 'NNP', 'I-NP', 'I-DNA')
('et', 'et', 'FW', 'I-NP', 'I-DNA')
('al.,', 'al.,', 'FW', 'I-NP', 'I-DNA')
('1988)', '1988)', 'CD', 'I-NP', 'I-DNA')
('and', 'and', 'CC', 'O', 'O')
('GENISOS', 'GENISOS', 'NN', 'B-NP', 'O')
('study', 'study', 'NN', 'I-NP', 'O')
('(Reveille', '(Reveille', 'NNP', 'I-NP', 'O')
('et', 'et', 'NNP', 'I-NP', 'O')
('al.,', 'al.,', ',', 'O', 'O')
('2001)', '2001)', 'CD', 'B-NP', 'O')
('have', 'have', 'VBP', 'B-VP', 'O')
('begun', 'begin', 'VBN', 'I-VP', 'O')
('to', 'to', 'TO', 'I-VP', 'O')
('employ', 'employ', 'VB', 'I-VP', 'O')
('cohort', 'cohort', 'JJ', 'B-NP', 'O')
('designs', 'design', 'NNS', 'I-NP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('study', 'study', 'VB', 'I-VP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('associations', 'association', 'NNS', 'I-NP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('unrelated', 'unrelated', 'JJ', 'B-NP', 'O')
('individuals.', 'individuals.', 'NNS', 'I-NP', 'O')
The advantages of cohort studies over    case-control studies are ascertainment of cases, elimination of recall bias,    and    reduction    of    possible    population    stratification.
('The', 'The', 'DT', 'B-NP', 'O')
('advantages', 'advantage', 'NNS', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cohort', 'cohort', 'JJ', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('over', 'over', 'IN', 'B-PP', 'O')
('case-control', 'case-control', 'JJ', 'B-NP', 'O')
('studies', 'study', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('ascertainment', 'ascertainment', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('cases,', 'cases,', 'NN', 'B-NP', 'O')
('elimination', 'elimination', 'NN', 'I-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('recall', 'recall', 'NN', 'B-NP', 'O')
('bias,', 'bias,', 'NN', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('reduction', 'reduction', 'NN', 'B-NP', 'O')
('of', 'of', 'IN', 'B-PP', 'O')
('possible', 'possible', 'JJ', 'B-NP', 'O')
('population', 'population', 'NN', 'I-NP', 'O')
('stratification.', 'stratification.', 'NN', 'I-NP', 'O')
The disadvantages are cost and time needed to recruit and measure genetic and environmental data overtime.
('The', 'The', 'DT', 'B-NP', 'O')
('disadvantages', 'disadvantage', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('cost', 'cost', 'NN', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('time', 'time', 'NN', 'I-NP', 'O')
('needed', 'need', 'VBN', 'B-VP', 'O')
('to', 'to', 'TO', 'B-VP', 'O')
('recruit', 'recruit', 'VB', 'I-VP', 'O')
('and', 'and', 'CC', 'I-VP', 'O')
('measure', 'measure', 'VB', 'I-VP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('environmental', 'environmental', 'JJ', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('overtime.', 'overtime.', 'NN', 'I-NP', 'O')
When the outcome (phenotype) measurements are made overtime in cohort studies, sample size for testing genetic    association    can    be    estimated    using    generalized estimating equation (GEE) approaches for continuous and binary outcomes.
('When', 'When', 'WRB', 'B-ADVP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('outcome', 'outcome', 'NN', 'I-NP', 'O')
('(phenotype)', '(phenotype)', 'NN', 'I-NP', 'O')
('measurements', 'measurement', 'NNS', 'I-NP', 'O')
('are', 'be', 'VBP', 'B-VP', 'O')
('made', 'make', 'VBN', 'I-VP', 'O')
('overtime', 'overtime', 'RB', 'B-ADVP', 'O')
('in', 'in', 'IN', 'B-PP', 'O')
('cohort', 'cohort', 'JJ', 'B-NP', 'O')
('studies,', 'studies,', 'NN', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('testing', 'test', 'VBG', 'B-VP', 'O')
('genetic', 'genetic', 'JJ', 'B-NP', 'O')
('association', 'association', 'NN', 'I-NP', 'O')
('can', 'can', 'MD', 'B-VP', 'O')
('be', 'be', 'VB', 'I-VP', 'O')
('estimated', 'estimate', 'VBN', 'I-VP', 'O')
('using', 'use', 'VBG', 'B-VP', 'O')
('generalized', 'generalize', 'VBN', 'B-NP', 'O')
('estimating', 'estimate', 'VBG', 'I-NP', 'O')
('equation', 'equation', 'NN', 'B-NP', 'O')
('(GEE)', '(GEE)', 'NN', 'I-NP', 'O')
('approaches', 'approach', 'NNS', 'I-NP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('continuous', 'continuous', 'JJ', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('binary', 'binary', 'JJ', 'I-NP', 'O')
('outcomes.', 'outcomes.', 'NN', 'I-NP', 'O')
(Jung and Ahn, 2003, 2005; Ahn and Jung, 2003, 2005).
('(Jung', '(Jung', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Ahn,', 'Ahn,', 'NNP', 'I-NP', 'O')
('2003,', '2003,', 'CD', 'I-NP', 'O')
('2005;', '2005;', ':', 'O', 'O')
('Ahn', 'Ahn', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('Jung,', 'Jung,', 'NNP', 'B-NP', 'O')
('2003,', '2003,', 'CD', 'B-NP', 'O')
('2005).', '2005).', 'CD', 'I-NP', 'O')
Jung and Ahn (2003, 2005) provide a closed-form sample size formula by accounting for    the    missing    data    and    the    correlation    between repeated measurements.
('Jung', 'Jung', 'NNP', 'B-NP', 'O')
('and', 'and', 'CC', 'I-NP', 'O')
('Ahn', 'Ahn', 'NNP', 'I-NP', 'O')
('(2003,', '(2003,', ',', 'O', 'O')
('2005)', '2005)', 'CD', 'B-NP', 'O')
('provide', 'provide', 'VBP', 'B-VP', 'O')
('a', 'a', 'DT', 'B-NP', 'O')
('closed-form', 'closed-form', 'JJ', 'I-NP', 'O')
('sample', 'sample', 'NN', 'I-NP', 'O')
('size', 'size', 'NN', 'I-NP', 'O')
('formula', 'formula', 'NN', 'I-NP', 'O')
('by', 'by', 'IN', 'B-PP', 'O')
('accounting', 'account', 'VBG', 'B-VP', 'O')
('for', 'for', 'IN', 'B-PP', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('missing', 'miss', 'VBG', 'I-NP', 'O')
('data', 'datum', 'NNS', 'I-NP', 'O')
('and', 'and', 'CC', 'O', 'O')
('the', 'the', 'DT', 'B-NP', 'O')
('correlation', 'correlation', 'NN', 'I-NP', 'O')
('between', 'between', 'IN', 'B-PP', 'O')
('repeated', 'repeat', 'VBN', 'B-NP', 'O')
('measurements.', 'measurements.', 'NN', 'I-NP', 'O')
